Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Libya,LBY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Libya,LBY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.373175314
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,77836396963
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.336086244
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,27102.78153
Lithuania,LTU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,2871897
Lithuania,LTU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.694
Lithuania,LTU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Lithuania,LTU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.117319624
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.841
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,85755006124
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.095723616
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,128259.4026
Luxembourg,LUX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Luxembourg,LUX,"Population, total",SP.POP.TOTL,668606
Luxembourg,LUX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.078
Luxembourg,LUX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Luxembourg,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.74140362
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.184
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,47061843716
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,80.534216
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,66835.06433
"Macao SAR, China",MAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,704149
"Macao SAR, China",MAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
"Macao SAR, China",MAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Macao SAR, China",MAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,4.28768E+12
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.780039753
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,8561.886485
Middle East & North Africa,MEA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,500787313
Middle East & North Africa,MEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.37234179
Middle East & North Africa,MEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Middle East & North Africa,MEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.225352113
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1.64655E+12
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.727094357
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,3821.578957
Middle East & North Africa (excluding high income),MNA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,430857111
Middle East & North Africa (excluding high income),MNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.8072826
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Middle East & North Africa (excluding high income),MNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.706657642
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1.62917E+12
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.802812772
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3827.11624
Middle East & North Africa (IDA & IBRD countries),TMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,425691336
Middle East & North Africa (IDA & IBRD countries),TMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.62799103
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.322173759
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,14084341062
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.539641712
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,672.8697022
Malawi,MWI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Malawi,MWI,"Population, total",SP.POP.TOTL,20931751
Malawi,MWI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.28
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Malawi,MWI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,28.78974282
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,3.99649E+11
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.680282186
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11648.67416
Malaysia,MYS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Malaysia,MYS,"Population, total",SP.POP.TOTL,34308525
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.716
Malaysia,MYS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.627254963
Malaysia,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.488865601
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,20956999452
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.613927783
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,37882.26519
Malta,MLT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Malta,MLT,"Population, total",SP.POP.TOTL,553214
Malta,MLT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.941
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Malta,MLT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.09396759
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.11
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,14397127281
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.952287986
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,11416.85899
Mauritius,MUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Mauritius,MUS,"Population, total",SP.POP.TOTL,1261041
Mauritius,MUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.867
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.567639828
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.052982385
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.571
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1.78889E+12
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.228736756
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,13926.11362
Mexico,MEX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Mexico,MEX,"Population, total",SP.POP.TOTL,128455567
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.582
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.527960873
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.765
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,16539436547
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.78324271
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,6650.647957
Moldova,MDA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Moldova,MDA,"Population, total",SP.POP.TOTL,2486891
Moldova,MDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.373
Moldova,MDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.252686024
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.41701044
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.555
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,19872180370
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.022991875
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,5764.802813
Mongolia,MNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,3447157
Mongolia,MNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.089
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.741015434
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.34758313
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.178
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,7404541965
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.981903216
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,12016.90742
Montenegro,MNE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Montenegro,MNE,"Population, total",SP.POP.TOTL,616177
Montenegro,MNE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.502
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Montenegro,MNE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.584769105
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1.41109E+11
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.177946835
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3672.112305
Morocco,MAR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Morocco,MAR,"Population, total",SP.POP.TOTL,37840044
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.121
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.020969391
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.091141525
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,20624597847
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.000024173
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,608.4427076
Mozambique,MOZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Mozambique,MOZ,"Population, total",SP.POP.TOTL,33897354
Mozambique,MOZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.753
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Mozambique,MOZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.126974821
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2.95093E+13
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.429616697
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,78675.48093
North America,NAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
North America,NAC,"Population, total",SP.POP.TOTL,375076145
North America,NAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.14731062
North America,NAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
North America,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.997669991
North America,NAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.841936669
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,12351024844
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.159985738
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4742.783827
Namibia,NAM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Namibia,NAM,"Population, total",SP.POP.TOTL,2604172
Namibia,NAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.886
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,9.044512749
Namibia,NAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.879934633
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,40908073367
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.952544633
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1324.031984
Nepal,NPL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Nepal,NPL,"Population, total",SP.POP.TOTL,30896590
Nepal,NPL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.903
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.681257963
Nepal,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.114759517
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1.11812E+12
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.116008635
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,62536.73203
Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Netherlands,NLD,"Population, total",SP.POP.TOTL,17879488
Netherlands,NLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.179
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.838393543
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.537
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,..
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,..
New Caledonia,NCL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,267940
New Caledonia,NCL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.719
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
New Caledonia,NCL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2.53466E+11
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.632242362
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,48527.82892
New Zealand,NZL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,5223100
New Zealand,NZL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.985
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.73316283
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.729
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,3.62815E+11
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.860214991
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,1621.123515
Nigeria,NGA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Nigeria,NGA,"Population, total",SP.POP.TOTL,223804632
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.283
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,24.6595502
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,..
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Northern Mariana Islands,MNP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49796
Northern Mariana Islands,MNP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.076
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,4.85513E+11
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.514118227
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,87961.78061
Norway,NOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Norway,NOR,"Population, total",SP.POP.TOTL,5519594
Norway,NOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.995
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.517849871
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.573
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1.08192E+11
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.3
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,23295.32996
Oman,OMN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Oman,OMN,"Population, total",SP.POP.TOTL,4644384
Oman,OMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.4
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.942793225
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2.34402E+11
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.479947458
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,16459.96619
Other small states,OSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Other small states,OSS,"Population, total",SP.POP.TOTL,14240737
Other small states,OSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.48061827
Other small states,OSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Other small states,OSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.229344199
Other small states,OSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,30932496250
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.681010484
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2994.453327
Papua New Guinea,PNG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,10329931
Papua New Guinea,PNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.723
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.298699913
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3.38368E+11
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.004855269
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1407.021351
Pakistan,PAK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Pakistan,PAK,"Population, total",SP.POP.TOTL,240485658
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.04
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.868643403
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,30.76812807
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,42956263544
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.714124079
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,6260.455191
Paraguay,PRY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Paraguay,PRY,"Population, total",SP.POP.TOTL,6861524
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.149
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.406490088
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.632022854
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.794
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2.67603E+11
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.550182306
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,7789.870975
Peru,PER,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Peru,PER,"Population, total",SP.POP.TOTL,34352719
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.922
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.235169888
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.455613484
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.899
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,4.37146E+11
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.545851171
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3725.551205
Philippines,PHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Philippines,PHL,"Population, total",SP.POP.TOTL,117337368
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.287
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.623686314
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.978025155
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,8.11229E+11
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.160586011
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,22112.86157
Poland,POL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Poland,POL,"Population, total",SP.POP.TOTL,36685849
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.218
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.5289128
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.743
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2.8708E+11
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.261254781
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,27275.11155
Portugal,PRT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..
Portugal,PRT,"Population, total",SP.POP.TOTL,10525347
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.906
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.311281919
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.509
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1.17902E+11
